#source: https://catalogue.data.govt.nz/dataset/marine-litter-2018-2019
SurveyArea,SurveyDate,SurveyId,Region,MonitoringSite,SurveyLengthMeters,AboveHighTideMeters,BelowHighTideMeters,SurveyStartDateTime,SurveyEndDateTime,TotalNumberOfCitizenScientists,AuditStartDateTime,AuditEndDateTime,NumberOfAuditors,LitterCategory,LitterItem,Count,Weight,WeightConfidence,Grade,SurveyAreaLatitudeStart,SurveyAreaLongitudeStart,SurveyAreaLatitudeEnd,SurveyAreaLongitudeEnd
"Breaker bay east,2019-02-20,67,Wellington,Breaker Bay,100,10,10,2/20/2019 5:30:00 PM,2/20/2019 6:10:00 PM,14,2/21/2019 10:22:00 AM,2/21/2019 10:22:00 AM,3,Cloth,""Clothing, hats, gloves & towels"",1,1,Low,N/A,-41.32993,174.83336,-41.32978,174.83455"
Breaker bay east,2019-02-20,67,Wellington,Breaker Bay,100,10,10,2/20/2019 5:30:00 PM,2/20/2019 6:10:00 PM,14,2/21/2019 10:22:00 AM,2/21/2019 10:22:00 AM,3,Metal,Fishing related,3,4,High,N/A,-41.32993,174.83336,-41.32978,174.83455
Breaker bay east,2019-02-20,67,Wellington,Breaker Bay,100,10,10,2/20/2019 5:30:00 PM,2/20/2019 6:10:00 PM,14,2/21/2019 10:22:00 AM,2/21/2019 10:22:00 AM,3,Plastic,Pens,1,18,High,N/A,-41.32993,174.83336,-41.32978,174.83455
Breaker bay east,2019-02-20,67,Wellington,Breaker Bay,100,10,10,2/20/2019 5:30:00 PM,2/20/2019 6:10:00 PM,14,2/21/2019 10:22:00 AM,2/21/2019 10:22:00 AM,3,Foamed Plastic,Ear plugs,1,1,Low,N/A,-41.32993,174.83336,-41.32978,174.83455
"Breaker bay east,2019-02-20,67,Wellington,Breaker Bay,100,10,10,2/20/2019 5:30:00 PM,2/20/2019 6:10:00 PM,14,2/21/2019 10:22:00 AM,2/21/2019 10:22:00 AM,3,Rubber,""Balloons, tennis balls, footballs, dog toys etc"",2,2,High,N/A,-41.32993,174.83336,-41.32978,174.83455"
Breaker bay east,2019-02-20,67,Wellington,Breaker Bay,100,10,10,2/20/2019 5:30:00 PM,2/20/2019 6:10:00 PM,14,2/21/2019 10:22:00 AM,2/21/2019 10:22:00 AM,3,Paper & cardboard,Fireworks,1,6,High,N/A,-41.32993,174.83336,-41.32978,174.83455
Breaker bay east,2019-02-20,67,Wellington,Breaker Bay,100,10,10,2/20/2019 5:30:00 PM,2/20/2019 6:10:00 PM,14,2/21/2019 10:22:00 AM,2/21/2019 10:22:00 AM,3,Plastic,Unidentifiable hard plastic fragments,2,1,High,N/A,-41.32993,174.83336,-41.32978,174.83455
Breaker bay east,2019-02-20,67,Wellington,Breaker Bay,100,10,10,2/20/2019 5:30:00 PM,2/20/2019 6:10:00 PM,14,2/21/2019 10:22:00 AM,2/21/2019 10:22:00 AM,3,Wood,Matches and wooden fireworks parts,1,1,Low,N/A,-41.32993,174.83336,-41.32978,174.83455
Breaker bay east,2019-02-20,67,Wellington,Breaker Bay,100,10,10,2/20/2019 5:30:00 PM,2/20/2019 6:10:00 PM,14,2/21/2019 10:22:00 AM,2/21/2019 10:22:00 AM,3,Plastic,Lollipop sticks & cotton buds,1,1,Low,N/A,-41.32993,174.83336,-41.32978,174.83455
Breaker bay east,2019-02-20,67,Wellington,Breaker Bay,100,10,10,2/20/2019 5:30:00 PM,2/20/2019 6:10:00 PM,14,2/21/2019 10:22:00 AM,2/21/2019 10:22:00 AM,3,Metal,Unidentifiable metal fragments,1,1,High,N/A,-41.32993,174.83336,-41.32978,174.83455
Breaker bay east,2019-02-20,67,Wellington,Breaker Bay,100,10,10,2/20/2019 5:30:00 PM,2/20/2019 6:10:00 PM,14,2/21/2019 10:22:00 AM,2/21/2019 10:22:00 AM,3,Metal,Other (specify),6,24,High,N/A,-41.32993,174.83336,-41.32978,174.83455
"Breaker bay east,2019-02-20,67,Wellington,Breaker Bay,100,10,10,2/20/2019 5:30:00 PM,2/20/2019 6:10:00 PM,14,2/21/2019 10:22:00 AM,2/21/2019 10:22:00 AM,3,Paper & cardboard,""Cups, food trays & wrappers"",1,13,High,N/A,-41.32993,174.83336,-41.32978,174.83455"
Breaker bay east,2019-02-20,67,Wellington,Breaker Bay,100,10,10,2/20/2019 5:30:00 PM,2/20/2019 6:10:00 PM,14,2/21/2019 10:22:00 AM,2/21/2019 10:22:00 AM,3,Plastic,Fishing line,13,18,High,N/A,-41.32993,174.83336,-41.32978,174.83455
"Buffalo beach south,2019-02-09,55,Coromandel,Buffalo Beach,100,10,3,2/9/2019 11:50:00 AM,2/9/2019 12:16:00 PM,15,2/9/2019 12:23:00 PM,2/9/2019 12:46:00 PM,15,Plastic,""Toys, balls & party poppers"",1,5,High,N/A,-36.83096,175.70809,-36.83056,175.7071"
Buffalo beach south,2019-02-09,55,Coromandel,Buffalo Beach,100,10,3,2/9/2019 11:50:00 AM,2/9/2019 12:16:00 PM,15,2/9/2019 12:23:00 PM,2/9/2019 12:46:00 PM,15,Rubber,Condoms,1,0,N/A,N/A,-36.83096,175.70809,-36.83056,175.7071
Buffalo beach south,2019-02-09,55,Coromandel,Buffalo Beach,100,10,3,2/9/2019 11:50:00 AM,2/9/2019 12:16:00 PM,15,2/9/2019 12:23:00 PM,2/9/2019 12:46:00 PM,15,Other,Sanitary items,1,0,N/A,N/A,-36.83096,175.70809,-36.83056,175.7071
Buffalo beach south,2019-02-09,55,Coromandel,Buffalo Beach,100,10,3,2/9/2019 11:50:00 AM,2/9/2019 12:16:00 PM,15,2/9/2019 12:23:00 PM,2/9/2019 12:46:00 PM,15,Plastic,Bottle caps & lids,1,3,Low,N/A,-36.83096,175.70809,-36.83056,175.7071
Buffalo beach south,2019-02-09,55,Coromandel,Buffalo Beach,100,10,3,2/9/2019 11:50:00 AM,2/9/2019 12:16:00 PM,15,2/9/2019 12:23:00 PM,2/9/2019 12:46:00 PM,15,Plastic,Shotgun wadding & shells,1,5,High,N/A,-36.83096,175.70809,-36.83056,175.7071
Buffalo beach south,2019-02-09,55,Coromandel,Buffalo Beach,100,10,3,2/9/2019 11:50:00 AM,2/9/2019 12:16:00 PM,15,2/9/2019 12:23:00 PM,2/9/2019 12:46:00 PM,15,Wood,Wooden utensils,1,4,High,N/A,-36.83096,175.70809,-36.83056,175.7071
Buffalo beach south,2019-02-09,55,Coromandel,Buffalo Beach,100,10,3,2/9/2019 11:50:00 AM,2/9/2019 12:16:00 PM,15,2/9/2019 12:23:00 PM,2/9/2019 12:46:00 PM,15,Cloth,Other cloth (including rags),2,33,Low,N/A,-36.83096,175.70809,-36.83056,175.7071
"Buffalo beach south,2019-02-09,55,Coromandel,Buffalo Beach,100,10,3,2/9/2019 11:50:00 AM,2/9/2019 12:16:00 PM,15,2/9/2019 12:23:00 PM,2/9/2019 12:46:00 PM,15,Cloth,""Clothing, hats, gloves & towels"",3,19,Low,N/A,-36.83096,175.70809,-36.83056,175.7071"
Buffalo beach south,2019-02-09,55,Coromandel,Buffalo Beach,100,10,3,2/9/2019 11:50:00 AM,2/9/2019 12:16:00 PM,15,2/9/2019 12:23:00 PM,2/9/2019 12:46:00 PM,15,Rubber,Unidentifiable rubber fragments,2,26,Low,N/A,-36.83096,175.70809,-36.83056,175.7071
Buffalo beach south,2019-02-09,55,Coromandel,Buffalo Beach,100,10,3,2/9/2019 11:50:00 AM,2/9/2019 12:16:00 PM,15,2/9/2019 12:23:00 PM,2/9/2019 12:46:00 PM,15,Glass & ceramic,Glass or ceramic fragments,2,14,High,N/A,-36.83096,175.70809,-36.83056,175.7071
Buffalo beach south,2019-02-09,55,Coromandel,Buffalo Beach,100,10,3,2/9/2019 11:50:00 AM,2/9/2019 12:16:00 PM,15,2/9/2019 12:23:00 PM,2/9/2019 12:46:00 PM,15,Plastic,Unidentifiable hard plastic fragments,5,0,High,N/A,-36.83096,175.70809,-36.83056,175.7071
Buffalo beach south,2019-02-09,55,Coromandel,Buffalo Beach,100,10,3,2/9/2019 11:50:00 AM,2/9/2019 12:16:00 PM,15,2/9/2019 12:23:00 PM,2/9/2019 12:46:00 PM,15,Plastic,Food wrappers,5,6,Low,N/A,-36.83096,175.70809,-36.83056,175.7071
Buffalo beach south,2019-02-09,55,Coromandel,Buffalo Beach,100,10,3,2/9/2019 11:50:00 AM,2/9/2019 12:16:00 PM,15,2/9/2019 12:23:00 PM,2/9/2019 12:46:00 PM,15,Plastic,Fishing line,4,11,Low,N/A,-36.83096,175.70809,-36.83056,175.7071
Buffalo beach south,2019-02-09,55,Coromandel,Buffalo Beach,100,10,3,2/9/2019 11:50:00 AM,2/9/2019 12:16:00 PM,15,2/9/2019 12:23:00 PM,2/9/2019 12:46:00 PM,15,Metal,Aluminium drink cans,1,3,High,N/A,-36.83096,175.70809,-36.83056,175.7071
Buffalo beach south,2019-02-09,55,Coromandel,Buffalo Beach,100,10,3,2/9/2019 11:50:00 AM,2/9/2019 12:16:00 PM,15,2/9/2019 12:23:00 PM,2/9/2019 12:46:00 PM,15,Plastic,Cable ties & zip ties,1,1,High,N/A,-36.83096,175.70809,-36.83056,175.7071
Buffalo beach south,2019-02-09,55,Coromandel,Buffalo Beach,100,10,3,2/9/2019 11:50:00 AM,2/9/2019 12:16:00 PM,15,2/9/2019 12:23:00 PM,2/9/2019 12:46:00 PM,15,Metal,Other (specify),2,16,High,N/A,-36.83096,175.70809,-36.83056,175.7071
Campground,2019-04-03,91,Tasman,Kina Beach,100,10,10,4/3/2019 3:55:00 PM,4/3/2019 4:25:00 PM,16,4/3/2019 4:37:00 PM,4/3/2019 5:00:00 PM,12,Plastic,Resin pellets,1,0,N/A,A,-41.1831,173.06479,-41.18385,173.06572
"Campground,2019-04-03,91,Tasman,Kina Beach,100,10,10,4/3/2019 3:55:00 PM,4/3/2019 4:25:00 PM,16,4/3/2019 4:37:00 PM,4/3/2019 5:00:00 PM,12,Plastic,""Cigarettes, butts & filters"",1,1,Low,N/A,-41.1831,173.06479,-41.18385,173.06572"
Campground,2019-04-03,91,Tasman,Kina Beach,100,10,10,4/3/2019 3:55:00 PM,4/3/2019 4:25:00 PM,16,4/3/2019 4:37:00 PM,4/3/2019 5:00:00 PM,12,Plastic,Cable ties & zip ties,1,2,High,N/A,-41.1831,173.06479,-41.18385,173.06572
Campground,2019-04-03,91,Tasman,Kina Beach,100,10,10,4/3/2019 3:55:00 PM,4/3/2019 4:25:00 PM,16,4/3/2019 4:37:00 PM,4/3/2019 5:00:00 PM,12,Plastic,Food containers,2,3,High,N/A,-41.1831,173.06479,-41.18385,173.06572
Campground,2019-04-03,91,Tasman,Kina Beach,100,10,10,4/3/2019 3:55:00 PM,4/3/2019 4:25:00 PM,16,4/3/2019 4:37:00 PM,4/3/2019 5:00:00 PM,12,Plastic,Unidentifiable hard plastic fragments,7,34,High,N/A,-41.1831,173.06479,-41.18385,173.06572
Campground,2019-04-03,91,Tasman,Kina Beach,100,10,10,4/3/2019 3:55:00 PM,4/3/2019 4:25:00 PM,16,4/3/2019 4:37:00 PM,4/3/2019 5:00:00 PM,12,Plastic,Gardening & farming related,2,8,High,N/A,-41.1831,173.06479,-41.18385,173.06572
Campground,2019-04-03,91,Tasman,Kina Beach,100,10,10,4/3/2019 3:55:00 PM,4/3/2019 4:25:00 PM,16,4/3/2019 4:37:00 PM,4/3/2019 5:00:00 PM,12,Plastic,Rope,6,12,High,N/A,-41.1831,173.06479,-41.18385,173.06572
Campground,2019-04-03,91,Tasman,Kina Beach,100,10,10,4/3/2019 3:55:00 PM,4/3/2019 4:25:00 PM,16,4/3/2019 4:37:00 PM,4/3/2019 5:00:00 PM,12,Metal,Other cans (<= 4 L),1,27,High,N/A,-41.1831,173.06479,-41.18385,173.06572
"Campground,2019-04-03,91,Tasman,Kina Beach,100,10,10,4/3/2019 3:55:00 PM,4/3/2019 4:25:00 PM,16,4/3/2019 4:37:00 PM,4/3/2019 5:00:00 PM,12,Metal,""Wire, wire mesh & barbed wire"",1,90,Low,N/A,-41.1831,173.06479,-41.18385,173.06572"
Campground,2019-04-03,91,Tasman,Kina Beach,100,10,10,4/3/2019 3:55:00 PM,4/3/2019 4:25:00 PM,16,4/3/2019 4:37:00 PM,4/3/2019 5:00:00 PM,12,Rubber,Unidentifiable rubber fragments,1,129,High,N/A,-41.1831,173.06479,-41.18385,173.06572
Campground,2019-04-03,91,Tasman,Kina Beach,100,10,10,4/3/2019 3:55:00 PM,4/3/2019 4:25:00 PM,16,4/3/2019 4:37:00 PM,4/3/2019 5:00:00 PM,12,Glass & ceramic,Glass or ceramic fragments,2,3,High,N/A,-41.1831,173.06479,-41.18385,173.06572
Campground,2019-04-03,91,Tasman,Kina Beach,100,10,10,4/3/2019 3:55:00 PM,4/3/2019 4:25:00 PM,16,4/3/2019 4:37:00 PM,4/3/2019 5:00:00 PM,12,Glass & ceramic,Construction material,1,136,High,N/A,-41.1831,173.06479,-41.18385,173.06572
Campground,2019-04-03,91,Tasman,Kina Beach,100,10,10,4/3/2019 3:55:00 PM,4/3/2019 4:25:00 PM,16,4/3/2019 4:37:00 PM,4/3/2019 5:00:00 PM,12,Wood,Processed timber & pallet crates,5,775,High,N/A,-41.1831,173.06479,-41.18385,173.06572
Campground,2019-04-03,91,Tasman,Kina Beach,100,10,10,4/3/2019 3:55:00 PM,4/3/2019 4:25:00 PM,16,4/3/2019 4:37:00 PM,4/3/2019 5:00:00 PM,12,Plastic,Food wrappers,16,9,Low,N/A,-41.1831,173.06479,-41.18385,173.06572
Campground,2019-04-03,91,Tasman,Kina Beach,100,10,10,4/3/2019 3:55:00 PM,4/3/2019 4:25:00 PM,16,4/3/2019 4:37:00 PM,4/3/2019 5:00:00 PM,12,Plastic,Bottle caps & lids,1,3,High,N/A,-41.1831,173.06479,-41.18385,173.06572
Campground,2019-04-03,91,Tasman,Kina Beach,100,10,10,4/3/2019 3:55:00 PM,4/3/2019 4:25:00 PM,16,4/3/2019 4:37:00 PM,4/3/2019 5:00:00 PM,12,Cloth,Carpet & furnishing,1,119,High,N/A,-41.1831,173.06479,-41.18385,173.06572
Campground,2019-04-03,91,Tasman,Kina Beach,100,10,10,4/3/2019 3:55:00 PM,4/3/2019 4:25:00 PM,16,4/3/2019 4:37:00 PM,4/3/2019 5:00:00 PM,12,Cloth,Other cloth (including rags),7,1408,High,N/A,-41.1831,173.06479,-41.18385,173.06572
Campground,2019-04-03,91,Tasman,Kina Beach,100,10,10,4/3/2019 3:55:00 PM,4/3/2019 4:25:00 PM,16,4/3/2019 4:37:00 PM,4/3/2019 5:00:00 PM,12,Metal,Aluminium drink cans,3,30,High,N/A,-41.1831,173.06479,-41.18385,173.06572
Campground,2019-04-03,91,Tasman,Kina Beach,100,10,10,4/3/2019 3:55:00 PM,4/3/2019 4:25:00 PM,16,4/3/2019 4:37:00 PM,4/3/2019 5:00:00 PM,12,Foamed Plastic,Unidentifiable foamed plastic fragments,1,1,Low,N/A,-41.1831,173.06479,-41.18385,173.06572
Corbett Park,2019-04-14,126,Taranaki,Oakura Beach,100,10,10,4/14/2019 10:42:00 AM,4/14/2019 11:10:00 AM,5,4/14/2019 11:28:00 AM,4/14/2019 11:54:00 AM,5,Plastic,Resin pellets,1,0,N/A,A,-39.11072,173.95666,-39.10982,173.95681
Corbett Park,2019-04-14,126,Taranaki,Oakura Beach,100,10,10,4/14/2019 10:42:00 AM,4/14/2019 11:10:00 AM,5,4/14/2019 11:28:00 AM,4/14/2019 11:54:00 AM,5,Plastic,Lollipop sticks & cotton buds,2,1,Low,N/A,-39.11072,173.95666,-39.10982,173.95681
Corbett Park,2019-04-14,126,Taranaki,Oakura Beach,100,10,10,4/14/2019 10:42:00 AM,4/14/2019 11:10:00 AM,5,4/14/2019 11:28:00 AM,4/14/2019 11:54:00 AM,5,Plastic,Plastic utensils,1,1,High,N/A,-39.11072,173.95666,-39.10982,173.95681
Corbett Park,2019-04-14,126,Taranaki,Oakura Beach,100,10,10,4/14/2019 10:42:00 AM,4/14/2019 11:10:00 AM,5,4/14/2019 11:28:00 AM,4/14/2019 11:54:00 AM,5,Rubber,Unidentifiable rubber fragments,1,1,Low,N/A,-39.11072,173.95666,-39.10982,173.95681
Corbett Park,2019-04-14,126,Taranaki,Oakura Beach,100,10,10,4/14/2019 10:42:00 AM,4/14/2019 11:10:00 AM,5,4/14/2019 11:28:00 AM,4/14/2019 11:54:00 AM,5,Metal,Foil wrappers,1,1,Low,N/A,-39.11072,173.95666,-39.10982,173.95681
Corbett Park,2019-04-14,126,Taranaki,Oakura Beach,100,10,10,4/14/2019 10:42:00 AM,4/14/2019 11:10:00 AM,5,4/14/2019 11:28:00 AM,4/14/2019 11:54:00 AM,5,Wood,Processed timber & pallet crates,1,30,High,N/A,-39.11072,173.95666,-39.10982,173.95681
"Corbett Park,2019-04-14,126,Taranaki,Oakura Beach,100,10,10,4/14/2019 10:42:00 AM,4/14/2019 11:10:00 AM,5,4/14/2019 11:28:00 AM,4/14/2019 11:54:00 AM,5,Plastic,""Cigarettes, butts & filters"",5,1,Low,N/A,-39.11072,173.95666,-39.10982,173.95681"
Corbett Park,2019-04-14,126,Taranaki,Oakura Beach,100,10,10,4/14/2019 10:42:00 AM,4/14/2019 11:10:00 AM,5,4/14/2019 11:28:00 AM,4/14/2019 11:54:00 AM,5,Plastic,Fishing gear,1,1,High,N/A,-39.11072,173.95666,-39.10982,173.95681
Corbett Park,2019-04-14,126,Taranaki,Oakura Beach,100,10,10,4/14/2019 10:42:00 AM,4/14/2019 11:10:00 AM,5,4/14/2019 11:28:00 AM,4/14/2019 11:54:00 AM,5,Plastic,Unidentifiable hard plastic fragments,60,63,High,N/A,-39.11072,173.95666,-39.10982,173.95681
Corbett Park,2019-04-14,126,Taranaki,Oakura Beach,100,10,10,4/14/2019 10:42:00 AM,4/14/2019 11:10:00 AM,5,4/14/2019 11:28:00 AM,4/14/2019 11:54:00 AM,5,Plastic,Food wrappers,7,17,High,N/A,-39.11072,173.95666,-39.10982,173.95681
"Corbett Park,2019-04-14,126,Taranaki,Oakura Beach,100,10,10,4/14/2019 10:42:00 AM,4/14/2019 11:10:00 AM,5,4/14/2019 11:28:00 AM,4/14/2019 11:54:00 AM,5,Rubber,""Balloons, tennis balls, footballs, dog toys etc"",1,60,High,N/A,-39.11072,173.95666,-39.10982,173.95681"
Corbett Park,2019-04-14,126,Taranaki,Oakura Beach,100,10,10,4/14/2019 10:42:00 AM,4/14/2019 11:10:00 AM,5,4/14/2019 11:28:00 AM,4/14/2019 11:54:00 AM,5,Glass & ceramic,Glass or ceramic fragments,1,1,High,N/A,-39.11072,173.95666,-39.10982,173.95681
Corbett Park,2019-04-14,126,Taranaki,Oakura Beach,100,10,10,4/14/2019 10:42:00 AM,4/14/2019 11:10:00 AM,5,4/14/2019 11:28:00 AM,4/14/2019 11:54:00 AM,5,Paper & cardboard,Paper,1,1,Low,N/A,-39.11072,173.95666,-39.10982,173.95681
Corbett Park,2019-04-14,126,Taranaki,Oakura Beach,100,10,10,4/14/2019 10:42:00 AM,4/14/2019 11:10:00 AM,5,4/14/2019 11:28:00 AM,4/14/2019 11:54:00 AM,5,Paper & cardboard,Fireworks,2,3,High,N/A,-39.11072,173.95666,-39.10982,173.95681
"Corbett Park,2019-04-14,126,Taranaki,Oakura Beach,100,10,10,4/14/2019 10:42:00 AM,4/14/2019 11:10:00 AM,5,4/14/2019 11:28:00 AM,4/14/2019 11:54:00 AM,5,Plastic,""Toys, balls & party poppers"",4,1,Low,N/A,-39.11072,173.95666,-39.10982,173.95681"
Corbett Park,2019-04-14,126,Taranaki,Oakura Beach,100,10,10,4/14/2019 10:42:00 AM,4/14/2019 11:10:00 AM,5,4/14/2019 11:28:00 AM,4/14/2019 11:54:00 AM,5,Wood,Corks,2,18,High,N/A,-39.11072,173.95666,-39.10982,173.95681
Corbett Park,2019-04-14,126,Taranaki,Oakura Beach,100,10,10,4/14/2019 10:42:00 AM,4/14/2019 11:10:00 AM,5,4/14/2019 11:28:00 AM,4/14/2019 11:54:00 AM,5,Plastic,Bottle caps & lids,1,4,High,N/A,-39.11072,173.95666,-39.10982,173.95681
Corbett Park,2019-04-14,126,Taranaki,Oakura Beach,100,10,10,4/14/2019 10:42:00 AM,4/14/2019 11:10:00 AM,5,4/14/2019 11:28:00 AM,4/14/2019 11:54:00 AM,5,Glass & ceramic,Construction material,1,624,High,N/A,-39.11072,173.95666,-39.10982,173.95681
"Corbett Park,2019-04-14,126,Taranaki,Oakura Beach,100,10,10,4/14/2019 10:42:00 AM,4/14/2019 11:10:00 AM,5,4/14/2019 11:28:00 AM,4/14/2019 11:54:00 AM,5,Paper & cardboard,""Cups, food trays & wrappers"",1,1,Low,N/A,-39.11072,173.95666,-39.10982,173.95681"
Corbett Park,2019-04-14,126,Taranaki,Oakura Beach,100,10,10,4/14/2019 10:42:00 AM,4/14/2019 11:10:00 AM,5,4/14/2019 11:28:00 AM,4/14/2019 11:54:00 AM,5,Plastic,Shotgun wadding & shells,2,5,High,N/A,-39.11072,173.95666,-39.10982,173.95681
Dotterel island,2019-03-07,75,Wellington,Waikanae Estuary,100,10,10,3/7/2019 4:39:00 PM,3/7/2019 5:10:00 PM,7,3/8/2019 11:50:00 AM,3/8/2019 11:50:00 AM,1,Plastic,Resin pellets,1,0,N/A,A,-40.87509,174.99949,-40.87597,174.99992
Dotterel island,2019-03-07,75,Wellington,Waikanae Estuary,100,10,10,3/7/2019 4:39:00 PM,3/7/2019 5:10:00 PM,7,3/8/2019 11:50:00 AM,3/8/2019 11:50:00 AM,1,Wood,Processed timber & pallet crates,1,8770,High,N/A,-40.87509,174.99949,-40.87597,174.99992
Dotterel island,2019-03-07,75,Wellington,Waikanae Estuary,100,10,10,3/7/2019 4:39:00 PM,3/7/2019 5:10:00 PM,7,3/8/2019 11:50:00 AM,3/8/2019 11:50:00 AM,1,Metal,Aluminium drink cans,2,30,High,N/A,-40.87509,174.99949,-40.87597,174.99992
Dotterel island,2019-03-07,75,Wellington,Waikanae Estuary,100,10,10,3/7/2019 4:39:00 PM,3/7/2019 5:10:00 PM,7,3/8/2019 11:50:00 AM,3/8/2019 11:50:00 AM,1,Plastic,Bottles <= 2 L,3,78,High,N/A,-40.87509,174.99949,-40.87597,174.99992
Dotterel island,2019-03-07,75,Wellington,Waikanae Estuary,100,10,10,3/7/2019 4:39:00 PM,3/7/2019 5:10:00 PM,7,3/8/2019 11:50:00 AM,3/8/2019 11:50:00 AM,1,Plastic,Food wrappers,6,2,High,N/A,-40.87509,174.99949,-40.87597,174.99992
Dotterel island,2019-03-07,75,Wellington,Waikanae Estuary,100,10,10,3/7/2019 4:39:00 PM,3/7/2019 5:10:00 PM,7,3/8/2019 11:50:00 AM,3/8/2019 11:50:00 AM,1,Plastic,Plastic bags,1,4,High,N/A,-40.87509,174.99949,-40.87597,174.99992
Dotterel island,2019-03-07,75,Wellington,Waikanae Estuary,100,10,10,3/7/2019 4:39:00 PM,3/7/2019 5:10:00 PM,7,3/8/2019 11:50:00 AM,3/8/2019 11:50:00 AM,1,Plastic,Rope,2,60,High,N/A,-40.87509,174.99949,-40.87597,174.99992
"Dotterel island,2019-03-07,75,Wellington,Waikanae Estuary,100,10,10,3/7/2019 4:39:00 PM,3/7/2019 5:10:00 PM,7,3/8/2019 11:50:00 AM,3/8/2019 11:50:00 AM,1,Metal,""Wire, wire mesh & barbed wire"",1,2,High,N/A,-40.87509,174.99949,-40.87597,174.99992"
Dotterel island,2019-03-07,75,Wellington,Waikanae Estuary,100,10,10,3/7/2019 4:39:00 PM,3/7/2019 5:10:00 PM,7,3/8/2019 11:50:00 AM,3/8/2019 11:50:00 AM,1,Plastic,Straws,1,2,High,N/A,-40.87509,174.99949,-40.87597,174.99992
Dotterel island,2019-03-07,75,Wellington,Waikanae Estuary,100,10,10,3/7/2019 4:39:00 PM,3/7/2019 5:10:00 PM,7,3/8/2019 11:50:00 AM,3/8/2019 11:50:00 AM,1,Cloth,Other cloth (including rags),3,68,High,N/A,-40.87509,174.99949,-40.87597,174.99992
"Dotterel island,2019-03-07,75,Wellington,Waikanae Estuary,100,10,10,3/7/2019 4:39:00 PM,3/7/2019 5:10:00 PM,7,3/8/2019 11:50:00 AM,3/8/2019 11:50:00 AM,1,Cloth,""Clothing, hats, gloves & towels"",1,17,High,N/A,-40.87509,174.99949,-40.87597,174.99992"
Dotterel island,2019-03-07,75,Wellington,Waikanae Estuary,100,10,10,3/7/2019 4:39:00 PM,3/7/2019 5:10:00 PM,7,3/8/2019 11:50:00 AM,3/8/2019 11:50:00 AM,1,Rubber,Rubber footwear,1,181,High,N/A,-40.87509,174.99949,-40.87597,174.99992
Dotterel island,2019-03-07,75,Wellington,Waikanae Estuary,100,10,10,3/7/2019 4:39:00 PM,3/7/2019 5:10:00 PM,7,3/8/2019 11:50:00 AM,3/8/2019 11:50:00 AM,1,Plastic,Unidentifiable hard plastic fragments,6,4,High,N/A,-40.87509,174.99949,-40.87597,174.99992
Dotterel island,2019-03-07,75,Wellington,Waikanae Estuary,100,10,10,3/7/2019 4:39:00 PM,3/7/2019 5:10:00 PM,7,3/8/2019 11:50:00 AM,3/8/2019 11:50:00 AM,1,Plastic,Lollipop sticks & cotton buds,1,1,Low,N/A,-40.87509,174.99949,-40.87597,174.99992
Dotterel island,2019-03-07,75,Wellington,Waikanae Estuary,100,10,10,3/7/2019 4:39:00 PM,3/7/2019 5:10:00 PM,7,3/8/2019 11:50:00 AM,3/8/2019 11:50:00 AM,1,Plastic,Bottle caps & lids,1,5,High,N/A,-40.87509,174.99949,-40.87597,174.99992
Dotterel island,2019-03-07,75,Wellington,Waikanae Estuary,100,10,10,3/7/2019 4:39:00 PM,3/7/2019 5:10:00 PM,7,3/8/2019 11:50:00 AM,3/8/2019 11:50:00 AM,1,Plastic,Bottle neck rings,1,1,High,N/A,-40.87509,174.99949,-40.87597,174.99992
Fitzroy surf club,2019-04-13,125,Taranaki,Fitzroy Beach,100,10,10,4/13/2019 11:16:00 AM,4/13/2019 11:42:00 AM,10,4/13/2019 11:46:00 AM,4/13/2019 12:16:00 PM,10,Plastic,Resin pellets,1,0,N/A,B,-39.04629,174.09673,-39.0456,174.0975
Fitzroy surf club,2019-04-13,125,Taranaki,Fitzroy Beach,100,10,10,4/13/2019 11:16:00 AM,4/13/2019 11:42:00 AM,10,4/13/2019 11:46:00 AM,4/13/2019 12:16:00 PM,10,Wood,Processed timber & pallet crates,2,970,High,N/A,-39.04629,174.09673,-39.0456,174.0975
Fitzroy surf club,2019-04-13,125,Taranaki,Fitzroy Beach,100,10,10,4/13/2019 11:16:00 AM,4/13/2019 11:42:00 AM,10,4/13/2019 11:46:00 AM,4/13/2019 12:16:00 PM,10,Cloth,Other cloth (including rags),1,1,Low,N/A,-39.04629,174.09673,-39.0456,174.0975
"Fitzroy surf club,2019-04-13,125,Taranaki,Fitzroy Beach,100,10,10,4/13/2019 11:16:00 AM,4/13/2019 11:42:00 AM,10,4/13/2019 11:46:00 AM,4/13/2019 12:16:00 PM,10,Plastic,""Cigarettes, butts & filters"",1,1,Low,N/A,-39.04629,174.09673,-39.0456,174.0975"
Fitzroy surf club,2019-04-13,125,Taranaki,Fitzroy Beach,100,10,10,4/13/2019 11:16:00 AM,4/13/2019 11:42:00 AM,10,4/13/2019 11:46:00 AM,4/13/2019 12:16:00 PM,10,Plastic,Shotgun wadding & shells,1,4,High,N/A,-39.04629,174.09673,-39.0456,174.0975
