#source: https://catalogue.data.govt.nz/dataset/marine-litter-2018-2019
SurveyArea,SurveyDate,SurveyId,Region,MonitoringSite,SurveyLengthMeters,AboveHighTideMeters,BelowHighTideMeters,SurveyStartDateTime,SurveyEndDateTime,TotalNumberOfCitizenScientists,AuditStartDateTime,AuditEndDateTime,NumberOfAuditors,LitterCategory,LitterItem,Count,Weight,WeightConfidence,Grade,SurveyAreaLatitudeStart,SurveyAreaLongitudeStart,SurveyAreaLatitudeEnd,SurveyAreaLongitudeEnd
"Mid Pilot Bay,2019-03-22,82,Bay of Plenty,Pilot Bay,100,1,6,3/22/2019 11:08:00 AM,3/22/2019 11:55:00 AM,11,3/22/2019 12:04:00 PM,3/22/2019 12:30:00 PM,4,Plastic,""Cigarettes, butts & filters"",117,32,High,N/A,-37.63719,176.17974,-37.63639,176.1791"
Mid Pilot Bay,2019-03-22,82,Bay of Plenty,Pilot Bay,100,1,6,3/22/2019 11:08:00 AM,3/22/2019 11:55:00 AM,11,3/22/2019 12:04:00 PM,3/22/2019 12:30:00 PM,4,Glass & ceramic,Glass or ceramic fragments,4,11,High,N/A,-37.63719,176.17974,-37.63639,176.1791
"Mid Pilot Bay,2019-03-22,82,Bay of Plenty,Pilot Bay,100,1,6,3/22/2019 11:08:00 AM,3/22/2019 11:55:00 AM,11,3/22/2019 12:04:00 PM,3/22/2019 12:30:00 PM,4,Metal,""Bottle caps, lids & pull tabs"",2,1,High,N/A,-37.63719,176.17974,-37.63639,176.1791"
Mid Pilot Bay,2019-03-22,82,Bay of Plenty,Pilot Bay,100,1,6,3/22/2019 11:08:00 AM,3/22/2019 11:55:00 AM,11,3/22/2019 12:04:00 PM,3/22/2019 12:30:00 PM,4,Plastic,Straws,1,2,Low,N/A,-37.63719,176.17974,-37.63639,176.1791
Mid Pilot Bay,2019-03-22,82,Bay of Plenty,Pilot Bay,100,1,6,3/22/2019 11:08:00 AM,3/22/2019 11:55:00 AM,11,3/22/2019 12:04:00 PM,3/22/2019 12:30:00 PM,4,Metal,Foil wrappers,3,1,High,N/A,-37.63719,176.17974,-37.63639,176.1791
Motukaraka point (east side),2019-04-11,123,Wellington,Pauatahanui Inlet,100,6,8,4/11/2019 10:14:00 AM,4/11/2019 10:35:00 AM,26,4/11/2019 11:48:00 AM,4/11/2019 12:42:00 PM,26,Plastic,Resin pellets,1,0,N/A,A,-41.09455,174.90108,-41.09417,174.90223
Motukaraka point (east side),2019-04-11,123,Wellington,Pauatahanui Inlet,100,6,8,4/11/2019 10:14:00 AM,4/11/2019 10:35:00 AM,26,4/11/2019 11:48:00 AM,4/11/2019 12:42:00 PM,26,Wood,Processed timber & pallet crates,10,2637,Low,N/A,-41.09455,174.90108,-41.09417,174.90223
Motukaraka point (east side),2019-04-11,123,Wellington,Pauatahanui Inlet,100,6,8,4/11/2019 10:14:00 AM,4/11/2019 10:35:00 AM,26,4/11/2019 11:48:00 AM,4/11/2019 12:42:00 PM,26,Plastic,Other (specify),2,44,High,N/A,-41.09455,174.90108,-41.09417,174.90223
Motukaraka point (east side),2019-04-11,123,Wellington,Pauatahanui Inlet,100,6,8,4/11/2019 10:14:00 AM,4/11/2019 10:35:00 AM,26,4/11/2019 11:48:00 AM,4/11/2019 12:42:00 PM,26,Plastic,Plastic bags,3,7,High,N/A,-41.09455,174.90108,-41.09417,174.90223
Motukaraka point (east side),2019-04-11,123,Wellington,Pauatahanui Inlet,100,6,8,4/11/2019 10:14:00 AM,4/11/2019 10:35:00 AM,26,4/11/2019 11:48:00 AM,4/11/2019 12:42:00 PM,26,Plastic,Bottles <= 2 L,3,204,Low,N/A,-41.09455,174.90108,-41.09417,174.90223
Motukaraka point (east side),2019-04-11,123,Wellington,Pauatahanui Inlet,100,6,8,4/11/2019 10:14:00 AM,4/11/2019 10:35:00 AM,26,4/11/2019 11:48:00 AM,4/11/2019 12:42:00 PM,26,Paper & cardboard,Cardboard boxes & fragments,1,68,High,N/A,-41.09455,174.90108,-41.09417,174.90223
North end of the beach,2019-04-27,130,Northland,Matai Bay,100,10,10,4/27/2019 2:55:00 PM,4/27/2019 3:15:00 PM,15,4/27/2019 3:33:00 PM,4/27/2019 3:45:00 PM,14,Plastic,Plastic utensils,1,1,Low,N/A,-34.82723,173.40705,-34.82634,173.40682
Motukaraka point (east side),2019-04-11,123,Wellington,Pauatahanui Inlet,100,6,8,4/11/2019 10:14:00 AM,4/11/2019 10:35:00 AM,26,4/11/2019 11:48:00 AM,4/11/2019 12:42:00 PM,26,Foamed Plastic,Unidentifiable foamed plastic fragments,1,1,High,N/A,-41.09455,174.90108,-41.09417,174.90223
Motukaraka point (east side),2019-04-11,123,Wellington,Pauatahanui Inlet,100,6,8,4/11/2019 10:14:00 AM,4/11/2019 10:35:00 AM,26,4/11/2019 11:48:00 AM,4/11/2019 12:42:00 PM,26,Plastic,Strapping bands,1,2,High,N/A,-41.09455,174.90108,-41.09417,174.90223
Motukaraka point (east side),2019-04-11,123,Wellington,Pauatahanui Inlet,100,6,8,4/11/2019 10:14:00 AM,4/11/2019 10:35:00 AM,26,4/11/2019 11:48:00 AM,4/11/2019 12:42:00 PM,26,Plastic,Gardening & farming related,3,34,High,N/A,-41.09455,174.90108,-41.09417,174.90223
Motukaraka point (east side),2019-04-11,123,Wellington,Pauatahanui Inlet,100,6,8,4/11/2019 10:14:00 AM,4/11/2019 10:35:00 AM,26,4/11/2019 11:48:00 AM,4/11/2019 12:42:00 PM,26,Cloth,Other cloth (including rags),3,98,Low,N/A,-41.09455,174.90108,-41.09417,174.90223
Motukaraka point (east side),2019-04-11,123,Wellington,Pauatahanui Inlet,100,6,8,4/11/2019 10:14:00 AM,4/11/2019 10:35:00 AM,26,4/11/2019 11:48:00 AM,4/11/2019 12:42:00 PM,26,Glass & ceramic,Construction material,9,24399,High,N/A,-41.09455,174.90108,-41.09417,174.90223
"Motukaraka point (east side),2019-04-11,123,Wellington,Pauatahanui Inlet,100,6,8,4/11/2019 10:14:00 AM,4/11/2019 10:35:00 AM,26,4/11/2019 11:48:00 AM,4/11/2019 12:42:00 PM,26,Paper & cardboard,""Cups, food trays & wrappers"",2,22,Low,N/A,-41.09455,174.90108,-41.09417,174.90223"
Motukaraka point (east side),2019-04-11,123,Wellington,Pauatahanui Inlet,100,6,8,4/11/2019 10:14:00 AM,4/11/2019 10:35:00 AM,26,4/11/2019 11:48:00 AM,4/11/2019 12:42:00 PM,26,Rubber,Unidentifiable rubber fragments,6,57,High,N/A,-41.09455,174.90108,-41.09417,174.90223
Motukaraka point (east side),2019-04-11,123,Wellington,Pauatahanui Inlet,100,6,8,4/11/2019 10:14:00 AM,4/11/2019 10:35:00 AM,26,4/11/2019 11:48:00 AM,4/11/2019 12:42:00 PM,26,Plastic,Fishing line,2,5,High,N/A,-41.09455,174.90108,-41.09417,174.90223
Motukaraka point (east side),2019-04-11,123,Wellington,Pauatahanui Inlet,100,6,8,4/11/2019 10:14:00 AM,4/11/2019 10:35:00 AM,26,4/11/2019 11:48:00 AM,4/11/2019 12:42:00 PM,26,Plastic,Rope,3,9,Low,N/A,-41.09455,174.90108,-41.09417,174.90223
Motukaraka point (east side),2019-04-11,123,Wellington,Pauatahanui Inlet,100,6,8,4/11/2019 10:14:00 AM,4/11/2019 10:35:00 AM,26,4/11/2019 11:48:00 AM,4/11/2019 12:42:00 PM,26,Other,Sanitary items,2,0,N/A,N/A,-41.09455,174.90108,-41.09417,174.90223
Motukaraka point (east side),2019-04-11,123,Wellington,Pauatahanui Inlet,100,6,8,4/11/2019 10:14:00 AM,4/11/2019 10:35:00 AM,26,4/11/2019 11:48:00 AM,4/11/2019 12:42:00 PM,26,Paper & cardboard,Paper,1,5,Low,N/A,-41.09455,174.90108,-41.09417,174.90223
Motukaraka point (east side),2019-04-11,123,Wellington,Pauatahanui Inlet,100,6,8,4/11/2019 10:14:00 AM,4/11/2019 10:35:00 AM,26,4/11/2019 11:48:00 AM,4/11/2019 12:42:00 PM,26,Glass & ceramic,Glass or ceramic fragments,189,1998,High,N/A,-41.09455,174.90108,-41.09417,174.90223
"Motukaraka point (east side),2019-04-11,123,Wellington,Pauatahanui Inlet,100,6,8,4/11/2019 10:14:00 AM,4/11/2019 10:35:00 AM,26,4/11/2019 11:48:00 AM,4/11/2019 12:42:00 PM,26,Plastic,""Toys, balls & party poppers"",1,1,High,N/A,-41.09455,174.90108,-41.09417,174.90223"
Motukaraka point (east side),2019-04-11,123,Wellington,Pauatahanui Inlet,100,6,8,4/11/2019 10:14:00 AM,4/11/2019 10:35:00 AM,26,4/11/2019 11:48:00 AM,4/11/2019 12:42:00 PM,26,Glass & ceramic,Bottles & jars,3,1115,Low,N/A,-41.09455,174.90108,-41.09417,174.90223
Motukaraka point (east side),2019-04-11,123,Wellington,Pauatahanui Inlet,100,6,8,4/11/2019 10:14:00 AM,4/11/2019 10:35:00 AM,26,4/11/2019 11:48:00 AM,4/11/2019 12:42:00 PM,26,Metal,Aluminium drink cans,6,112,High,N/A,-41.09455,174.90108,-41.09417,174.90223
Motukaraka point (east side),2019-04-11,123,Wellington,Pauatahanui Inlet,100,6,8,4/11/2019 10:14:00 AM,4/11/2019 10:35:00 AM,26,4/11/2019 11:48:00 AM,4/11/2019 12:42:00 PM,26,Plastic,Food wrappers,8,21,High,N/A,-41.09455,174.90108,-41.09417,174.90223
Motukaraka point (east side),2019-04-11,123,Wellington,Pauatahanui Inlet,100,6,8,4/11/2019 10:14:00 AM,4/11/2019 10:35:00 AM,26,4/11/2019 11:48:00 AM,4/11/2019 12:42:00 PM,26,Metal,Fishing related,2,6,High,N/A,-41.09455,174.90108,-41.09417,174.90223
North end of the beach,2019-04-27,130,Northland,Matai Bay,100,10,10,4/27/2019 2:55:00 PM,4/27/2019 3:15:00 PM,15,4/27/2019 3:33:00 PM,4/27/2019 3:45:00 PM,14,Plastic,Resin pellets,1,0,N/A,B,-34.82723,173.40705,-34.82634,173.40682
"North end of the beach,2019-04-27,130,Northland,Matai Bay,100,10,10,4/27/2019 2:55:00 PM,4/27/2019 3:15:00 PM,15,4/27/2019 3:33:00 PM,4/27/2019 3:45:00 PM,14,Plastic,""Cigarettes, butts & filters"",1,1,Low,N/A,-34.82723,173.40705,-34.82634,173.40682"
North end of the beach,2019-04-27,130,Northland,Matai Bay,100,10,10,4/27/2019 2:55:00 PM,4/27/2019 3:15:00 PM,15,4/27/2019 3:33:00 PM,4/27/2019 3:45:00 PM,14,Plastic,Lollipop sticks & cotton buds,1,1,Low,N/A,-34.82723,173.40705,-34.82634,173.40682
North end of the beach,2019-04-27,130,Northland,Matai Bay,100,10,10,4/27/2019 2:55:00 PM,4/27/2019 3:15:00 PM,15,4/27/2019 3:33:00 PM,4/27/2019 3:45:00 PM,14,Plastic,Syringes,1,0,N/A,N/A,-34.82723,173.40705,-34.82634,173.40682
North end of the beach,2019-04-27,130,Northland,Matai Bay,100,10,10,4/27/2019 2:55:00 PM,4/27/2019 3:15:00 PM,15,4/27/2019 3:33:00 PM,4/27/2019 3:45:00 PM,14,Plastic,Unidentifiable hard plastic fragments,27,21,High,N/A,-34.82723,173.40705,-34.82634,173.40682
North end of the beach,2019-04-27,130,Northland,Matai Bay,100,10,10,4/27/2019 2:55:00 PM,4/27/2019 3:15:00 PM,15,4/27/2019 3:33:00 PM,4/27/2019 3:45:00 PM,14,Paper & cardboard,Cardboard boxes & fragments,2,14,Low,N/A,-34.82723,173.40705,-34.82634,173.40682
North end of the beach,2019-04-27,130,Northland,Matai Bay,100,10,10,4/27/2019 2:55:00 PM,4/27/2019 3:15:00 PM,15,4/27/2019 3:33:00 PM,4/27/2019 3:45:00 PM,14,Plastic,Fishing gear,1,1,Low,N/A,-34.82723,173.40705,-34.82634,173.40682
North end of the beach,2019-04-27,130,Northland,Matai Bay,100,10,10,4/27/2019 2:55:00 PM,4/27/2019 3:15:00 PM,15,4/27/2019 3:33:00 PM,4/27/2019 3:45:00 PM,14,Plastic,Food wrappers,6,2,Low,N/A,-34.82723,173.40705,-34.82634,173.40682
North end of the beach,2019-04-27,130,Northland,Matai Bay,100,10,10,4/27/2019 2:55:00 PM,4/27/2019 3:15:00 PM,15,4/27/2019 3:33:00 PM,4/27/2019 3:45:00 PM,14,Plastic,Strapping bands,1,1,Low,N/A,-34.82723,173.40705,-34.82634,173.40682
North end of the beach,2019-04-27,130,Northland,Matai Bay,100,10,10,4/27/2019 2:55:00 PM,4/27/2019 3:15:00 PM,15,4/27/2019 3:33:00 PM,4/27/2019 3:45:00 PM,14,Plastic,Rope,9,1,Low,N/A,-34.82723,173.40705,-34.82634,173.40682
North end of the beach,2019-04-27,130,Northland,Matai Bay,100,10,10,4/27/2019 2:55:00 PM,4/27/2019 3:15:00 PM,15,4/27/2019 3:33:00 PM,4/27/2019 3:45:00 PM,14,Plastic,Bottle caps & lids,5,3,High,N/A,-34.82723,173.40705,-34.82634,173.40682
North mole,2019-04-15,127,Whanganui,Castlecliff Beach,100,10,10,4/15/2019 1:09:00 PM,4/15/2019 1:32:00 PM,15,4/15/2019 1:54:00 PM,4/15/2019 2:31:00 PM,15,Plastic,Resin pellets,1,0,N/A,A,-39.94779,174.98128,-39.94696,174.98091
North mole,2019-04-15,127,Whanganui,Castlecliff Beach,100,10,10,4/15/2019 1:09:00 PM,4/15/2019 1:32:00 PM,15,4/15/2019 1:54:00 PM,4/15/2019 2:31:00 PM,15,Other,Paraffin or wax,1,1,Low,N/A,-39.94779,174.98128,-39.94696,174.98091
North mole,2019-04-15,127,Whanganui,Castlecliff Beach,100,10,10,4/15/2019 1:09:00 PM,4/15/2019 1:32:00 PM,15,4/15/2019 1:54:00 PM,4/15/2019 2:31:00 PM,15,Foamed Plastic,Foam sponge,2,5,High,N/A,-39.94779,174.98128,-39.94696,174.98091
North mole,2019-04-15,127,Whanganui,Castlecliff Beach,100,10,10,4/15/2019 1:09:00 PM,4/15/2019 1:32:00 PM,15,4/15/2019 1:54:00 PM,4/15/2019 2:31:00 PM,15,Plastic,Lollipop sticks & cotton buds,2,1,Low,N/A,-39.94779,174.98128,-39.94696,174.98091
North mole,2019-04-15,127,Whanganui,Castlecliff Beach,100,10,10,4/15/2019 1:09:00 PM,4/15/2019 1:32:00 PM,15,4/15/2019 1:54:00 PM,4/15/2019 2:31:00 PM,15,Foamed Plastic,Unidentifiable foamed plastic fragments,5,3,High,N/A,-39.94779,174.98128,-39.94696,174.98091
North mole,2019-04-15,127,Whanganui,Castlecliff Beach,100,10,10,4/15/2019 1:09:00 PM,4/15/2019 1:32:00 PM,15,4/15/2019 1:54:00 PM,4/15/2019 2:31:00 PM,15,Plastic,Plastic bags,1,33,Low,N/A,-39.94779,174.98128,-39.94696,174.98091
North mole,2019-04-15,127,Whanganui,Castlecliff Beach,100,10,10,4/15/2019 1:09:00 PM,4/15/2019 1:32:00 PM,15,4/15/2019 1:54:00 PM,4/15/2019 2:31:00 PM,15,Glass & ceramic,Construction material,1,375,High,N/A,-39.94779,174.98128,-39.94696,174.98091
North mole,2019-04-15,127,Whanganui,Castlecliff Beach,100,10,10,4/15/2019 1:09:00 PM,4/15/2019 1:32:00 PM,15,4/15/2019 1:54:00 PM,4/15/2019 2:31:00 PM,15,Plastic,Unidentifiable hard plastic fragments,51,76,High,N/A,-39.94779,174.98128,-39.94696,174.98091
North mole,2019-04-15,127,Whanganui,Castlecliff Beach,100,10,10,4/15/2019 1:09:00 PM,4/15/2019 1:32:00 PM,15,4/15/2019 1:54:00 PM,4/15/2019 2:31:00 PM,15,Plastic,Other (specify),1,6,High,N/A,-39.94779,174.98128,-39.94696,174.98091
North mole,2019-04-15,127,Whanganui,Castlecliff Beach,100,10,10,4/15/2019 1:09:00 PM,4/15/2019 1:32:00 PM,15,4/15/2019 1:54:00 PM,4/15/2019 2:31:00 PM,15,Plastic,Food containers,2,39,Low,N/A,-39.94779,174.98128,-39.94696,174.98091
North mole,2019-04-15,127,Whanganui,Castlecliff Beach,100,10,10,4/15/2019 1:09:00 PM,4/15/2019 1:32:00 PM,15,4/15/2019 1:54:00 PM,4/15/2019 2:31:00 PM,15,Plastic,Bottle caps & lids,10,21,High,N/A,-39.94779,174.98128,-39.94696,174.98091
North mole,2019-04-15,127,Whanganui,Castlecliff Beach,100,10,10,4/15/2019 1:09:00 PM,4/15/2019 1:32:00 PM,15,4/15/2019 1:54:00 PM,4/15/2019 2:31:00 PM,15,Plastic,Gloves,1,1,Low,N/A,-39.94779,174.98128,-39.94696,174.98091
North mole,2019-04-15,127,Whanganui,Castlecliff Beach,100,10,10,4/15/2019 1:09:00 PM,4/15/2019 1:32:00 PM,15,4/15/2019 1:54:00 PM,4/15/2019 2:31:00 PM,15,Plastic,Fishing gear,2,2,High,N/A,-39.94779,174.98128,-39.94696,174.98091
North mole,2019-04-15,127,Whanganui,Castlecliff Beach,100,10,10,4/15/2019 1:09:00 PM,4/15/2019 1:32:00 PM,15,4/15/2019 1:54:00 PM,4/15/2019 2:31:00 PM,15,Metal,Aluminium drink cans,1,37,High,N/A,-39.94779,174.98128,-39.94696,174.98091
"North mole,2019-04-15,127,Whanganui,Castlecliff Beach,100,10,10,4/15/2019 1:09:00 PM,4/15/2019 1:32:00 PM,15,4/15/2019 1:54:00 PM,4/15/2019 2:31:00 PM,15,Paper & cardboard,""Cups, food trays & wrappers"",1,1,Low,N/A,-39.94779,174.98128,-39.94696,174.98091"
North mole,2019-04-15,127,Whanganui,Castlecliff Beach,100,10,10,4/15/2019 1:09:00 PM,4/15/2019 1:32:00 PM,15,4/15/2019 1:54:00 PM,4/15/2019 2:31:00 PM,15,Plastic,Food wrappers,4,6,Low,N/A,-39.94779,174.98128,-39.94696,174.98091
North mole,2019-04-15,127,Whanganui,Castlecliff Beach,100,10,10,4/15/2019 1:09:00 PM,4/15/2019 1:32:00 PM,15,4/15/2019 1:54:00 PM,4/15/2019 2:31:00 PM,15,Plastic,Gardening & farming related,2,23,Low,N/A,-39.94779,174.98128,-39.94696,174.98091
North mole,2019-04-15,127,Whanganui,Castlecliff Beach,100,10,10,4/15/2019 1:09:00 PM,4/15/2019 1:32:00 PM,15,4/15/2019 1:54:00 PM,4/15/2019 2:31:00 PM,15,Plastic,Shotgun wadding & shells,1,2,High,N/A,-39.94779,174.98128,-39.94696,174.98091
North mole,2019-04-15,127,Whanganui,Castlecliff Beach,100,10,10,4/15/2019 1:09:00 PM,4/15/2019 1:32:00 PM,15,4/15/2019 1:54:00 PM,4/15/2019 2:31:00 PM,15,Foamed Plastic,Ear plugs,1,1,Low,N/A,-39.94779,174.98128,-39.94696,174.98091
North mole,2019-04-15,127,Whanganui,Castlecliff Beach,100,10,10,4/15/2019 1:09:00 PM,4/15/2019 1:32:00 PM,15,4/15/2019 1:54:00 PM,4/15/2019 2:31:00 PM,15,Plastic,Bottle neck rings,1,1,Low,N/A,-39.94779,174.98128,-39.94696,174.98091
North mole,2019-04-15,127,Whanganui,Castlecliff Beach,100,10,10,4/15/2019 1:09:00 PM,4/15/2019 1:32:00 PM,15,4/15/2019 1:54:00 PM,4/15/2019 2:31:00 PM,15,Rubber,Unidentifiable rubber fragments,3,15,High,N/A,-39.94779,174.98128,-39.94696,174.98091
North mole,2019-04-15,127,Whanganui,Castlecliff Beach,100,10,10,4/15/2019 1:09:00 PM,4/15/2019 1:32:00 PM,15,4/15/2019 1:54:00 PM,4/15/2019 2:31:00 PM,15,Plastic,Bottles <= 2 L,1,52,High,N/A,-39.94779,174.98128,-39.94696,174.98091
North mole,2019-04-15,127,Whanganui,Castlecliff Beach,100,10,10,4/15/2019 1:09:00 PM,4/15/2019 1:32:00 PM,15,4/15/2019 1:54:00 PM,4/15/2019 2:31:00 PM,15,Wood,Processed timber & pallet crates,11,3942,High,N/A,-39.94779,174.98128,-39.94696,174.98091
North mole,2019-04-15,127,Whanganui,Castlecliff Beach,100,10,10,4/15/2019 1:09:00 PM,4/15/2019 1:32:00 PM,15,4/15/2019 1:54:00 PM,4/15/2019 2:31:00 PM,15,Metal,Other (specify),1,31,High,N/A,-39.94779,174.98128,-39.94696,174.98091
North mole,2019-04-15,127,Whanganui,Castlecliff Beach,100,10,10,4/15/2019 1:09:00 PM,4/15/2019 1:32:00 PM,15,4/15/2019 1:54:00 PM,4/15/2019 2:31:00 PM,15,Plastic,Plastic utensils,1,4,High,N/A,-39.94779,174.98128,-39.94696,174.98091
Otaki river mouth,2019-03-17,79,Wellington,Otaki Beach,150,10,10,3/17/2019 1:55:00 PM,3/17/2019 2:20:00 PM,12,3/17/2019 2:45:00 PM,3/17/2019 2:52:00 PM,12,Plastic,Resin pellets,1,0,N/A,A,-40.75312,175.10526,-40.75393,175.10472
"Otaki river mouth,2019-03-17,79,Wellington,Otaki Beach,150,10,10,3/17/2019 1:55:00 PM,3/17/2019 2:20:00 PM,12,3/17/2019 2:45:00 PM,3/17/2019 2:52:00 PM,12,Plastic,""Cigarettes, butts & filters"",1,1,Low,N/A,-40.75312,175.10526,-40.75393,175.10472"
Otaki river mouth,2019-03-17,79,Wellington,Otaki Beach,150,10,10,3/17/2019 1:55:00 PM,3/17/2019 2:20:00 PM,12,3/17/2019 2:45:00 PM,3/17/2019 2:52:00 PM,12,Plastic,Unidentifiable hard plastic fragments,1,2,High,N/A,-40.75312,175.10526,-40.75393,175.10472
Otaki river mouth,2019-03-17,79,Wellington,Otaki Beach,150,10,10,3/17/2019 1:55:00 PM,3/17/2019 2:20:00 PM,12,3/17/2019 2:45:00 PM,3/17/2019 2:52:00 PM,12,Plastic,Food wrappers,3,1,Low,N/A,-40.75312,175.10526,-40.75393,175.10472
"Otaki river mouth,2019-03-17,79,Wellington,Otaki Beach,150,10,10,3/17/2019 1:55:00 PM,3/17/2019 2:20:00 PM,12,3/17/2019 2:45:00 PM,3/17/2019 2:52:00 PM,12,Metal,""Wire, wire mesh & barbed wire"",1,3,High,N/A,-40.75312,175.10526,-40.75393,175.10472"
Otaki river mouth,2019-03-17,79,Wellington,Otaki Beach,150,10,10,3/17/2019 1:55:00 PM,3/17/2019 2:20:00 PM,12,3/17/2019 2:45:00 PM,3/17/2019 2:52:00 PM,12,Cloth,Other cloth (including rags),1,3,Low,N/A,-40.75312,175.10526,-40.75393,175.10472
Otaki river mouth,2019-03-17,79,Wellington,Otaki Beach,150,10,10,3/17/2019 1:55:00 PM,3/17/2019 2:20:00 PM,12,3/17/2019 2:45:00 PM,3/17/2019 2:52:00 PM,12,Plastic,Fishing line,3,1,Low,N/A,-40.75312,175.10526,-40.75393,175.10472
Otaki river mouth,2019-03-17,79,Wellington,Otaki Beach,150,10,10,3/17/2019 1:55:00 PM,3/17/2019 2:20:00 PM,12,3/17/2019 2:45:00 PM,3/17/2019 2:52:00 PM,12,Metal,Foil wrappers,2,4,High,N/A,-40.75312,175.10526,-40.75393,175.10472
"Otaki river mouth,2019-03-17,79,Wellington,Otaki Beach,150,10,10,3/17/2019 1:55:00 PM,3/17/2019 2:20:00 PM,12,3/17/2019 2:45:00 PM,3/17/2019 2:52:00 PM,12,Paper & cardboard,""Cups, food trays & wrappers"",1,3,High,N/A,-40.75312,175.10526,-40.75393,175.10472"
Otaki river mouth,2019-03-17,79,Wellington,Otaki Beach,150,10,10,3/17/2019 1:55:00 PM,3/17/2019 2:20:00 PM,12,3/17/2019 2:45:00 PM,3/17/2019 2:52:00 PM,12,Metal,Fishing related,3,8,High,N/A,-40.75312,175.10526,-40.75393,175.10472
Otaki river mouth,2019-03-17,79,Wellington,Otaki Beach,150,10,10,3/17/2019 1:55:00 PM,3/17/2019 2:20:00 PM,12,3/17/2019 2:45:00 PM,3/17/2019 2:52:00 PM,12,Glass & ceramic,Glass or ceramic fragments,4,13,High,N/A,-40.75312,175.10526,-40.75393,175.10472
Otaki river mouth,2019-03-17,79,Wellington,Otaki Beach,150,10,10,3/17/2019 1:55:00 PM,3/17/2019 2:20:00 PM,12,3/17/2019 2:45:00 PM,3/17/2019 2:52:00 PM,12,Plastic,Medical waste,1,1,High,N/A,-40.75312,175.10526,-40.75393,175.10472
Otaki river mouth,2019-03-17,79,Wellington,Otaki Beach,150,10,10,3/17/2019 1:55:00 PM,3/17/2019 2:20:00 PM,12,3/17/2019 2:45:00 PM,3/17/2019 2:52:00 PM,12,Rubber,Rubber footwear,2,127,High,N/A,-40.75312,175.10526,-40.75393,175.10472
Paraparaumu beach 1,2018-11-08,37,Wellington,Paraparaumu beach,100,10,10,11/8/2018 5:30:00 PM,11/8/2018 6:00:00 PM,18,11/8/2018 6:00:00 PM,11/8/2018 6:30:00 PM,18,Plastic,Straws,2,1,High,N/A,-40.89119,174.97907,-40.89027,174.97928
Paraparaumu beach 1,2018-11-08,37,Wellington,Paraparaumu beach,100,10,10,11/8/2018 5:30:00 PM,11/8/2018 6:00:00 PM,18,11/8/2018 6:00:00 PM,11/8/2018 6:30:00 PM,18,Rubber,Unidentifiable rubber fragments,2,64,High,N/A,-40.89119,174.97907,-40.89027,174.97928
Paraparaumu beach 1,2018-11-08,37,Wellington,Paraparaumu beach,100,10,10,11/8/2018 5:30:00 PM,11/8/2018 6:00:00 PM,18,11/8/2018 6:00:00 PM,11/8/2018 6:30:00 PM,18,Rubber,Rubber bands,2,3,High,N/A,-40.89119,174.97907,-40.89027,174.97928
Paraparaumu beach 1,2018-11-08,37,Wellington,Paraparaumu beach,100,10,10,11/8/2018 5:30:00 PM,11/8/2018 6:00:00 PM,18,11/8/2018 6:00:00 PM,11/8/2018 6:30:00 PM,18,Rubber,Rubber footwear,1,9,High,N/A,-40.89119,174.97907,-40.89027,174.97928
Paraparaumu beach 1,2018-11-08,37,Wellington,Paraparaumu beach,100,10,10,11/8/2018 5:30:00 PM,11/8/2018 6:00:00 PM,18,11/8/2018 6:00:00 PM,11/8/2018 6:30:00 PM,18,Paper & cardboard,Paper,2,3,High,N/A,-40.89119,174.97907,-40.89027,174.97928
"Paraparaumu beach 1,2018-11-08,37,Wellington,Paraparaumu beach,100,10,10,11/8/2018 5:30:00 PM,11/8/2018 6:00:00 PM,18,11/8/2018 6:00:00 PM,11/8/2018 6:30:00 PM,18,Metal,""Bottle caps, lids & pull tabs"",1,2,High,N/A,-40.89119,174.97907,-40.89027,174.97928"
Paraparaumu beach 1,2018-11-08,37,Wellington,Paraparaumu beach,100,10,10,11/8/2018 5:30:00 PM,11/8/2018 6:00:00 PM,18,11/8/2018 6:00:00 PM,11/8/2018 6:30:00 PM,18,Glass & ceramic,Glass or ceramic fragments,1,3,High,N/A,-40.89119,174.97907,-40.89027,174.97928
Paraparaumu beach 1,2018-11-08,37,Wellington,Paraparaumu beach,100,10,10,11/8/2018 5:30:00 PM,11/8/2018 6:00:00 PM,18,11/8/2018 6:00:00 PM,11/8/2018 6:30:00 PM,18,Cloth,Other cloth (including rags),2,272,Low,N/A,-40.89119,174.97907,-40.89027,174.97928
Paraparaumu beach 1,2018-11-08,37,Wellington,Paraparaumu beach,100,10,10,11/8/2018 5:30:00 PM,11/8/2018 6:00:00 PM,18,11/8/2018 6:00:00 PM,11/8/2018 6:30:00 PM,18,Cloth,Backpacks & bags,1,35,Medium,N/A,-40.89119,174.97907,-40.89027,174.97928
Paraparaumu beach 1,2018-11-08,37,Wellington,Paraparaumu beach,100,10,10,11/8/2018 5:30:00 PM,11/8/2018 6:00:00 PM,18,11/8/2018 6:00:00 PM,11/8/2018 6:30:00 PM,18,Cloth,Footwear & shoes,4,1079,Medium,N/A,-40.89119,174.97907,-40.89027,174.97928
